keyword_id,phrase,normalized_phrase,occurrences,seed_terms,source_ids,request_ids
d422ec8b36a5b89ded33,"""Τα Αντάρτικα"" Chorus","""τα αντάρτικα"" chorus",1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
b8ec2ebb9aaa236eadd1,"""Ύμνοι Αγγέλων Σε Ρυθμούς Ανθρώπων"" Chorus","""ύμνοι αγγέλων σε ρυθμούσ ανθρώπων"" chorus",1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
cab20e3fa35636875466,'Akhand Sowbhagyavati' Chorus,'akhand sowbhagyavati' chorus,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
3ab447e5ae49356bb387,(Bolivia - Afroyungas),(bolivia - afroyungas),1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
81afebec1ff90eceb07e,(Bolivia),(bolivia),1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
c98daecf4f9237bb1200,(Instrumental),(instrumental),1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
bfab27a22ddeecf7a3a4,(karaoke),(karaoke),1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
4cd7a0d362d3107867f7,(none listed),(none listed),1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
552e423045fcbd949252,(none),(none),7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
ccfbb6ec3ecc447c535c,(Peru),(peru),1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
034574261fa87e12be59,(Unidentified small jazz combo),(unidentified small jazz combo),1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
8fe7794d43e70acc3b2d,(unknown),(unknown),1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
beec9e34fcea67dab41b,(Unlisted 3 Second Track),(unlisted 3 second track),1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
696b0fc566fbc206b457,(カラオケ),(カラオケ),1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
3973e022e93220f9212c,-,-,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
1a77676c9cfd54d9f28c,0000000115037939,0000000115037939,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
bd3a04d29baeedc1b22a,01087899975,01087899975,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
cfd8033ebb0f6fbf9369,082092f1-656c-470e-b024-229dc6e750e9,082092f1-656c-470e-b024-229dc6e750e9,1,espresso machine,uk-government-search,44c73829266bb6b1f2ce
70c0da51f00a7237fa34,1 10 188043 183 17153 34783 54830 72970 97673 116825 128263 157073 171433,1 10 188043 183 17153 34783 54830 72970 97673 116825 128263 157073 171433,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
f5f8cdf5044db0170714,12 Exitazos Rancheros,12 exitazos rancheros,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
f2b9c8c3684bde927ec4,14th Century Carol,14th century carol,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
85dfc51a7d02138e4cbd,2008 universal fire victim,2008 universal fire victim,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
45660402b19eb0831c6a,20th Century Fox,20th century fox,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
aea8b087006695840864,22a628ad-c082-3c4f-b1b6-d41665107b88,22a628ad-c082-3c4f-b1b6-d41665107b88,1,coffee maker,musicbrainz-recording,1d3d5d470de715cf521e
f42e4333b07865678ce0,3D Realms,3d realms,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
f3202d35bbd8d0f9168d,3M Company,3m company,7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
1a01c713e543a4ad14a0,3M Scotch,3m scotch,7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
0f5ab1e8f4ebc2d11ada,406 In Your Coffee Maker,406 in your coffee maker,1,coffee maker,itunes-music-artists,974119ed845d5efeab7b
9a7ac5d816f63bfb746a,409 in Your Coffeemaker,409 in your coffeemaker,1,coffee maker,daum-opensearch-suggest,5a0b3f8406a6d411db54
00431bea7c112c6c03ed,6002,6002,2,coffee maker|espresso machine,itunes-software,0ac9dc01819cfd367a68|a639c60616bf7e8330ec
6d43c88d47f13011d1a5,6012,6012,2,espresso machine,itunes-software,0ac9dc01819cfd367a68
5214d66710a61e72e7cd,6014,6014,8,coffee maker,itunes-software,a639c60616bf7e8330ec
0c064516a0ec5302a2d2,6016,6016,2,coffee maker,itunes-software,a639c60616bf7e8330ec
7886b1e2013bc1c5fa1a,6023,6023,14,coffee maker|espresso machine,itunes-software,0ac9dc01819cfd367a68|a639c60616bf7e8330ec
c1a11296c22d7fadc6c0,6024,6024,4,coffee maker|espresso machine,itunes-software,0ac9dc01819cfd367a68|a639c60616bf7e8330ec
101f63b23128c175e058,66b8a13e-43ff-3ac0-ac6c-73659d3817c6,66b8a13e-43ff-3ac0-ac6c-73659d3817c6,1,coffee maker,musicbrainz-recording,1d3d5d470de715cf521e
b8b2173372d41d768af7,6fd474e2-6b58-3102-9d17-d6f7eb7da0a0,6fd474e2-6b58-3102-9d17-d6f7eb7da0a0,1,coffee maker,musicbrainz-recording,1d3d5d470de715cf521e
2378926a9bcc79f38503,7002,7002,1,coffee maker,itunes-software,a639c60616bf7e8330ec
46ece05546fb2626da88,7003,7003,4,coffee maker,itunes-software,a639c60616bf7e8330ec
7bf6d2e213a666d5fcec,7009,7009,3,coffee maker,itunes-software,a639c60616bf7e8330ec
6e237b1f8dc0da15957d,7013,7013,1,coffee maker,itunes-software,a639c60616bf7e8330ec
298435ff505cb8c31f9c,7014,7014,1,coffee maker,itunes-software,a639c60616bf7e8330ec
bfabb6cf02daa6bf1d9e,7015,7015,5,coffee maker,itunes-software,a639c60616bf7e8330ec
328f45a5e14b2cd2220e,75 Spectacular Sound Effects (Vol. 1),75 spectacular sound effects (vol. 1),7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
8a8de823d5ed3e12746a,?,?,2,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
fd1102cbec39659b6f72,[12th century French processional],[12th century french processional],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
af3782bcd5e55fc4364b,[audience],[audience],7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
351f1a6a4becac5dfe1c,[birdsong],[birdsong],7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
2a51bcc1a286de57a965,[Christmas music],[christmas music],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
bb83c952482f80c9b0f2,[classical music],[classical music],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
7c25bc2a2a13b73a336f,[desconegut],[desconegut],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
b318fc091908aed10974,[desconocido],[desconocido],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
2eec0fe0f06bd117cf72,[east african music],[east african music],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
a20f5a599d79d68a62bf,[ei artistia],[ei artistia],7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
62df3913cd6bb141d0a6,[field musicians],[field musicians],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
e2cd317352868de80386,[geen artiest],[geen artiest],7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
0bc40b9900dadea36342,[inconnu],[inconnu],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
16ea2cea4a3f19b19457,[instr.],[instr.],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
de3442bb5d80b1a3cd46,[instrumental],[instrumental],2,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
4bc596149b9341c5c5d8,[interlude],[interlude],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
9ac61b56db1979b22f58,[Japanese Kouta],[japanese kouta],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
2287b1ba8de2e0b9f677,[nada],[nada],7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
7963e332a372329b22d2,[nature sounds],[nature sounds],7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
41c7141b2b87b387a839,[natuurgeluiden],[natuurgeluiden],7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
1ea4c470625dfe939481,[news report],[news report],8,coffee maker|espresso machine,musicbrainz-artist|musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc|7cf5d141c178b2420d9b
ff60b8bf0abada32ebe7,[nežinomas],[nežinomas],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
521962ea5a76e8f7c60c,[no artist listed],[no artist listed],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
0c895957fd07340b7595,[no artist],[no artist],23,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
aee7fd8c7f54c5d7bbb1,[noartist],[noartist],7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
457700515a083dbde3e7,[none],[none],7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
89691e92545d20a9fc2f,[nėra atlikėjo],[nėra atlikėjo],7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
2ef8667fbe0a801ee063,[onbekend],[onbekend],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
b7e2c95e1db50178acc3,[sconosciuto],[sconosciuto],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
07d87ce5de9a2b1b9d07,[silence],[silence],7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
e038d563b0f36529ba37,[soundtrack],[soundtrack],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
8acd25ce3124ec6216b4,[tautas dziesma],[tautas dziesma],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
67d941e8464c27ec05c1,[tautasdziesma],[tautasdziesma],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
dd69114960e803e11920,[television theme songs],[television theme songs],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
7bc41fbc8aebdfc2f53a,[tiidmäldä],[tiidmäldä],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
e0cc9980bbe708a93312,[tundmatu],[tundmatu],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
bdbf372b6548c2b8a39e,[tuntematon],[tuntematon],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
37b94a79546aee7a5e88,[ubekendt],[ubekendt],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
7984b6f51b6a9be6ac42,[ukendt],[ukendt],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
b18ef60e7fe12941ffa6,[uknown],[uknown],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
53a16781c2b2ed5d9cd0,[unbekannt],[unbekannt],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
80ff56b25041f18f3de8,[uncredited],[uncredited],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
fc3c0b2201d77285f418,[unkn.],[unkn.],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
1b59eb8b1ddc8b2af34e,[Unknow],[unknow],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
2cfcdc4fced651c1db47,[Unknown Artist],[unknown artist],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
6b432ff8e6dd2e078f11,[unknown female],[unknown female],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
d190b9668f3833e934ab,[Unknown Orchestra],[unknown orchestra],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
296fe010493b400c113d,[unknown],[unknown],2,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
0493542d0d312a1c7e11,[unkown],[unkown],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
f19cc019b24ed5ca61f7,[Worldwide],[worldwide],12,coffee maker|espresso machine,musicbrainz-artist|musicbrainz-recording|musicbrainz-release,1d3d5d470de715cf521e|79e67faa58c4002477cc|7cf5d141c178b2420d9b|9fa10e1f319f6d6c0be5|e0933a3cfed8665c6f1a
19520ec8153cdced9263,[неизвестный],[неизвестный],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
da017aa9744f9d9b6747,[佚名],[佚名],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
3d78a37277c98b051dcb,[未知],[未知],1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
a94bbb4fd421d31bd32c,[自然声音],[自然声音],7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
3c6976400af1c8982091,[自然聲音],[自然聲音],7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
69fc5387e9e161cf324d,A State of Trance,a state of trance,7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
a39f1ca522b5fbd03ee8,A Tragedy of the Espresso Machine,a tragedy of the espresso machine,3,espresso machine,musicbrainz-recording,79e67faa58c4002477cc
a1f4b01895a0efb0394d,a0ee18e7-9e1e-4ba1-aed5-f3f287dce752,a0ee18e7-9e1e-4ba1-aed5-f3f287dce752,1,coffee maker,uk-government-search,9802787da909b7df6c07
0950f06fc5ceb38fa23f,Abenteuer & Wissen,abenteuer & wissen,7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
3e9786cd7c9aedea321a,ACapella Classics,acapella classics,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
4513724e768765b1622d,acid rock,acid rock,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
47360b8c5f58c5ba04c8,Adventure,adventure,1,coffee maker,itunes-software,a639c60616bf7e8330ec
8045c6d0015c56c702e3,Aerow,aerow,2,coffee maker,musicbrainz-release,e0933a3cfed8665c6f1a
d8872d41980fdb89e5a3,Aka,aka,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
01c262d71951a5700204,Alessandra Cagliari,alessandra cagliari,1,espresso machine,open-library-books,607b4260147974fbf879
39d101a407493bc146c6,Allegro Corporation,allegro corporation,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
e48b57854cf21d0bda48,alternative metal,alternative metal,1,coffee maker,musicbrainz-release,e0933a3cfed8665c6f1a
99806c5134d628969ee7,alternative rock,alternative rock,1,coffee maker,musicbrainz-release,e0933a3cfed8665c6f1a
e4fa5623ae544433e985,Alto Saxophone,alto saxophone,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
7dbbce5e549a42ffcca9,Altın Şarkılar 03,altın şarkılar 03,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
31d18c0defdc3e0eadd4,ambient,ambient,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
915b028d26d16cb50cfc,Ambrogio Fumagalli,ambrogio fumagalli,1,coffee maker,open-library-books,ee8cfda8c7652dcbed5e
6f391b9a75a95ec10a61,American Radio Relay League,american radio relay league,7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
727a34735df75cbe3ba3,Angel Note,angel note,4,coffee maker,musicbrainz-recording,1d3d5d470de715cf521e
e226d61fdd5b22904a2c,Angry Seal Productions,angry seal productions,1,espresso machine,musicbrainz-release,9fa10e1f319f6d6c0be5
ee8cd8ee3ed3908eb7e5,Aniruddha Chiplunkar,aniruddha chiplunkar,1,espresso machine,itunes-software,0ac9dc01819cfd367a68
d49d8b1f08a587d2c59a,Anthologie Des Musiques De Bali,anthologie des musiques de bali,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
d51db58394f43e37a5d4,Antique Music Box (Calliope),antique music box (calliope),7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
79a9fec581669e766435,Antonietta Peale,antonietta peale,1,espresso machine,open-library-books,607b4260147974fbf879
e1e3fb4efbf296bc90fa,Antwerp,antwerp,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
6e6efcdfd62d36358686,"AP16 - Human: Groups, Solo, Crowds","ap16 - human: groups, solo, crowds",1,espresso machine,musicbrainz-recording,79e67faa58c4002477cc
3268e10266f64a0807bd,Appwise GmbH,appwise gmbh,1,espresso machine,itunes-software,0ac9dc01819cfd367a68
ab5b62081b1d305e78d0,AR,ar,1,coffee maker,itunes-software,a639c60616bf7e8330ec
366cca6e6aed59169a70,Archive Polyphon Music Box,archive polyphon music box,7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
9bb6399bdb3d9db199ce,art rock,art rock,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
70b1e8e06785cae45149,Artist,artist,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
014fdd464ec2092a5cbd,Asian Zen Meditation,asian zen meditation,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
b1d6b91b67c2afa5e322,AT,at,1,espresso machine,musicbrainz-release,9fa10e1f319f6d6c0be5
e0edfe63dac9795d8111,Audio Pro European Sound Effects Library - AP11,audio pro european sound effects library - ap11,1,espresso machine,musicbrainz-recording,79e67faa58c4002477cc
7112733729f24775a6e8,Austria,austria,2,espresso machine,musicbrainz-artist|musicbrainz-release,7cf5d141c178b2420d9b|9fa10e1f319f6d6c0be5
9c4390f1b2c0f98a4551,Aut. nez.,aut. nez.,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
34b2f15e5f1cc394bdfd,Aut. nezināms,aut. nezināms,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
b913c3465f5411859d9e,Author Unknown,author unknown,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
3a857b6ee01e02707118,Autori nezināmi,autori nezināmi,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
c409a9c3a2af49b76d1f,Autors nezināms,autors nezināms,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
0276327f9a1df28d3347,Avex Trax,avex trax,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
219f17701b2b958ec4cb,AVID Records,avid records,7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
620cb4145665f9698480,AVID Records-1997-Special FX,avid records-1997-special fx,7,coffee maker|espresso machine,musicbrainz-recording,1d3d5d470de715cf521e|79e67faa58c4002477cc
b9a99d60ea7696953f61,B.O. Film,b.o. film,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
456f5bcdc5625d32fe6c,Baby Genius,baby genius,1,espresso machine,musicbrainz-artist,7cf5d141c178b2420d9b
